-13.98,57.77
-8.29,41.55
1.66,14.71
8.03,-2.58
15.33,-22.45
21.01,-37.89
22.23,-48.25
16.30,-54.41
-3.94,-63.35
-11.02,-67.60
-10.83,-80.14
-6.21,-90.66
1.46,-94.73
10.91,-93.17
29.11,-86.95
43.14,-81.04
55.94,-71.45
60.39,-63.66
61.19,-55.02
55.74,-34.93
52.68,-26.93
46.67,-11.89
40.29,-4.67
30.82,-5.36
21.44,0.00
